Date,Product,Category,Price,Quantity
2024-05-26,Soap,Household,280,17
2024-04-23,Detergent,Household,191,3
2024-01-15,Rice,Groceries,428,15
2024-03-08,Chocolate,Snacks,215,15
2024-04-12,Bread,Bakery,442,3
2024-04-26,Soap,Household,419,6
2024-03-03,Detergent,Household,441,2
2024-02-15,Detergent,Household,264,17
2024-05-04,Tea,Beverages,165,11
2024-03-02,Tea,Beverages,349,11
2024-04-15,Cooking Oil,Groceries,493,8
2024-03-14,Detergent,Household,417,14
2024-06-25,Shampoo,Household,337,6
2024-01-24,Chocolate,Snacks,137,12
2024-03-13,Bread,Bakery,210,3
2024-05-06,Detergent,Household,333,14
2024-02-24,Tea,Beverages,38,20
2024-03-26,Coffee,Beverages,99,14
2024-02-02,Detergent,Household,223,9
2024-06-07,Biscuits,Snacks,291,13
2024-01-21,Bread,Bakery,172,8
2024-05-11,Biscuits,Snacks,382,1
2024-04-23,Tea,Beverages,261,14
2024-03-15,Bread,Bakery,41,14
2024-01-06,Detergent,Household,477,9
2024-04-14,Chocolate,Snacks,294,1
2024-05-31,Coffee,Beverages,404,7
2024-06-18,Soap,Household,101,12
2024-02-14,Detergent,Household,199,6
2024-04-08,Coffee,Beverages,164,8
2024-01-29,Tea,Beverages,83,16
2024-05-25,Biscuits,Snacks,325,18
2024-06-15,Shampoo,Household,275,11
2024-05-08,Biscuits,Snacks,138,17
2024-02-15,Shampoo,Household,117,8
2024-01-23,Detergent,Household,153,11
2024-05-04,Chocolate,Snacks,244,16
2024-03-05,Coffee,Beverages,297,15
2024-01-30,Chocolate,Snacks,149,7
2024-04-01,Biscuits,Snacks,252,6
2024-06-15,Cooking Oil,Groceries,203,7
2024-06-14,Tea,Beverages,496,9
2024-05-27,Coffee,Beverages,465,11
2024-04-10,Coffee,Beverages,251,11
2024-05-10,Detergent,Household,284,12
2024-06-02,Chocolate,Snacks,322,8
2024-02-17,Coffee,Beverages,62,6
2024-04-09,Milk,Dairy,96,20
2024-04-28,Coffee,Beverages,254,15
2024-02-28,Coffee,Beverages,431,15
2024-03-13,Tea,Beverages,230,20
2024-05-24,Coffee,Beverages,157,14
2024-04-14,Chocolate,Snacks,278,13
2024-06-17,Tea,Beverages,339,9
2024-02-17,Milk,Dairy,10,12
2024-05-06,Cooking Oil,Groceries,133,1
2024-01-10,Chocolate,Snacks,477,1
2024-04-14,Cooking Oil,Groceries,348,19
2024-05-23,Shampoo,Household,327,1
2024-01-24,Cooking Oil,Groceries,186,14
2024-06-19,Bread,Bakery,441,14
2024-04-16,Milk,Dairy,414,11
2024-01-18,Shampoo,Household,403,4
2024-03-05,Chocolate,Snacks,412,3
2024-03-17,Sugar,Groceries,69,4
2024-01-18,Tea,Beverages,10,19
2024-01-29,Chocolate,Snacks,331,18
2024-02-16,Soap,Household,402,4
2024-01-14,Milk,Dairy,168,16
2024-05-08,Shampoo,Household,467,16
2024-05-07,Milk,Dairy,24,12
2024-02-19,Coffee,Beverages,118,4
2024-01-08,Tea,Beverages,29,20
2024-06-27,Biscuits,Snacks,196,14
2024-04-02,Soap,Household,221,11
2024-04-19,Coffee,Beverages,394,10
2024-04-05,Detergent,Household,375,8
2024-02-04,Cooking Oil,Groceries,280,15
2024-03-02,Chocolate,Snacks,81,5
2024-04-06,Detergent,Household,151,11
2024-06-05,Tea,Beverages,71,5
2024-02-05,Coffee,Beverages,108,5
2024-06-13,Coffee,Beverages,469,18
2024-01-21,Soap,Household,57,10
2024-06-10,Soap,Household,459,13
2024-05-06,Tea,Beverages,51,5
2024-01-17,Detergent,Household,134,13
2024-02-08,Chocolate,Snacks,321,12
2024-04-01,Detergent,Household,162,11
2024-06-02,Sugar,Groceries,304,10
2024-02-25,Chocolate,Snacks,385,12
2024-06-24,Chocolate,Snacks,389,10
2024-01-14,Shampoo,Household,393,9
2024-02-08,Soap,Household,478,11
2024-02-02,Tea,Beverages,426,8
2024-03-17,Detergent,Household,382,12
2024-01-22,Sugar,Groceries,397,3
2024-06-17,Rice,Groceries,442,1
2024-04-16,Coffee,Beverages,285,4
2024-05-02,Chocolate,Snacks,145,2
2024-03-20,Detergent,Household,399,10
2024-02-23,Tea,Beverages,84,20
2024-05-03,Cooking Oil,Groceries,110,18
2024-05-18,Detergent,Household,445,4
2024-02-18,Coffee,Beverages,168,9
2024-02-06,Bread,Bakery,203,5
2024-01-07,Rice,Groceries,115,4
2024-05-13,Sugar,Groceries,45,10
2024-05-26,Chocolate,Snacks,260,19
2024-05-22,Rice,Groceries,28,16
2024-05-26,Coffee,Beverages,76,18
2024-05-12,Shampoo,Household,417,16
2024-06-12,Bread,Bakery,311,10
2024-04-14,Chocolate,Snacks,423,10
2024-03-28,Detergent,Household,233,19
2024-03-04,Soap,Household,337,17
2024-02-01,Chocolate,Snacks,475,17
2024-04-10,Cooking Oil,Groceries,198,1
2024-01-23,Sugar,Groceries,185,3
2024-01-20,Rice,Groceries,98,16
2024-04-02,Bread,Bakery,216,11
2024-03-17,Tea,Beverages,229,9
2024-02-02,Bread,Bakery,315,5
2024-03-03,Milk,Dairy,250,9
2024-05-28,Biscuits,Snacks,58,2
2024-03-23,Milk,Dairy,459,11
2024-04-18,Sugar,Groceries,76,1
2024-06-27,Milk,Dairy,68,2
2024-01-03,Sugar,Groceries,382,17
2024-01-06,Tea,Beverages,263,6
2024-03-06,Detergent,Household,418,7
2024-01-28,Detergent,Household,106,10
2024-04-10,Milk,Dairy,132,3
2024-02-09,Detergent,Household,20,3
2024-02-27,Coffee,Beverages,246,2
2024-05-29,Sugar,Groceries,313,17
2024-06-06,Biscuits,Snacks,112,11
2024-04-21,Detergent,Household,375,8
2024-01-28,Coffee,Beverages,171,3
2024-05-25,Soap,Household,491,5
2024-06-01,Rice,Groceries,357,15
2024-02-04,Chocolate,Snacks,346,10
2024-01-13,Sugar,Groceries,381,1
2024-06-18,Chocolate,Snacks,113,10
2024-05-27,Chocolate,Snacks,240,6
2024-03-11,Soap,Household,329,9
2024-05-27,Tea,Beverages,404,12
2024-05-28,Tea,Beverages,468,13
2024-02-11,Bread,Bakery,208,1
2024-02-06,Milk,Dairy,243,5
2024-05-07,Sugar,Groceries,303,11
2024-04-05,Milk,Dairy,162,8
2024-03-15,Detergent,Household,301,19
2024-05-19,Shampoo,Household,313,20
2024-02-21,Tea,Beverages,192,11
2024-05-17,Biscuits,Snacks,100,1
2024-02-18,Tea,Beverages,354,12
2024-06-03,Rice,Groceries,180,18
2024-06-08,Detergent,Household,451,13
2024-03-29,Bread,Bakery,421,5
2024-05-23,Detergent,Household,497,3
2024-04-24,Coffee,Beverages,158,20
2024-06-12,Detergent,Household,120,17
2024-02-01,Sugar,Groceries,283,18
2024-04-15,Milk,Dairy,440,12
2024-04-12,Soap,Household,475,6
2024-06-21,Soap,Household,393,13
2024-05-16,Detergent,Household,325,14
2024-06-01,Biscuits,Snacks,490,11
2024-02-19,Sugar,Groceries,131,17
2024-03-22,Soap,Household,98,18
2024-06-06,Soap,Household,227,13
2024-01-25,Cooking Oil,Groceries,92,19
2024-06-21,Soap,Household,301,10
2024-03-10,Milk,Dairy,394,19
2024-01-29,Shampoo,Household,397,14
2024-05-21,Tea,Beverages,220,9
2024-02-19,Tea,Beverages,161,19
2024-06-16,Cooking Oil,Groceries,29,13
2024-06-05,Biscuits,Snacks,63,19
2024-06-08,Rice,Groceries,408,14
2024-05-30,Milk,Dairy,460,20
2024-02-17,Chocolate,Snacks,449,15
2024-05-22,Biscuits,Snacks,297,18
2024-06-15,Detergent,Household,170,12
2024-02-23,Rice,Groceries,362,6
2024-04-05,Milk,Dairy,275,13
2024-06-20,Detergent,Household,42,8
2024-06-03,Rice,Groceries,119,8
2024-06-10,Soap,Household,453,14
2024-06-06,Milk,Dairy,408,11
2024-03-24,Biscuits,Snacks,436,9
2024-06-19,Detergent,Household,346,2
2024-02-08,Biscuits,Snacks,418,13
2024-03-20,Biscuits,Snacks,13,13
2024-05-03,Milk,Dairy,184,3
2024-06-28,Biscuits,Snacks,388,10
2024-03-08,Shampoo,Household,361,16
2024-01-27,Rice,Groceries,192,1
2024-05-19,Chocolate,Snacks,231,18
2024-01-03,Rice,Groceries,384,12
2024-02-09,Milk,Dairy,43,10
2024-02-16,Rice,Groceries,257,9
2024-06-21,Milk,Dairy,269,1
2024-02-24,Coffee,Beverages,252,18
2024-04-03,Chocolate,Snacks,401,9
2024-05-26,Cooking Oil,Groceries,402,14
2024-02-02,Bread,Bakery,65,4
2024-06-23,Cooking Oil,Groceries,61,2
2024-04-13,Rice,Groceries,56,15
2024-01-11,Milk,Dairy,489,6
2024-04-29,Sugar,Groceries,133,17
2024-05-02,Bread,Bakery,422,13
2024-06-12,Bread,Bakery,390,17
2024-04-21,Chocolate,Snacks,430,3
2024-06-25,Cooking Oil,Groceries,490,9
2024-03-29,Chocolate,Snacks,346,7
2024-06-01,Cooking Oil,Groceries,182,15
2024-03-11,Sugar,Groceries,48,9
2024-02-10,Sugar,Groceries,139,17
2024-01-26,Rice,Groceries,109,7
2024-03-11,Milk,Dairy,233,20
2024-02-09,Coffee,Beverages,273,15
2024-05-16,Sugar,Groceries,424,10
2024-02-11,Milk,Dairy,381,15
2024-02-11,Rice,Groceries,31,8
2024-05-22,Rice,Groceries,29,20
2024-03-26,Cooking Oil,Groceries,456,14
2024-01-12,Bread,Bakery,206,14
2024-02-04,Tea,Beverages,140,3
2024-05-16,Chocolate,Snacks,445,11
2024-01-19,Milk,Dairy,335,16
2024-06-05,Coffee,Beverages,267,5
2024-01-29,Bread,Bakery,234,2
2024-03-24,Milk,Dairy,441,18
2024-04-15,Detergent,Household,264,11
2024-05-23,Sugar,Groceries,258,19
2024-04-10,Coffee,Beverages,316,11
2024-05-01,Soap,Household,460,20
2024-04-26,Rice,Groceries,99,12
2024-06-06,Detergent,Household,475,10
2024-03-28,Sugar,Groceries,451,10
2024-03-08,Sugar,Groceries,347,18
2024-02-19,Biscuits,Snacks,482,16
2024-04-29,Soap,Household,373,16
2024-04-12,Milk,Dairy,85,1
2024-05-13,Biscuits,Snacks,145,3
2024-04-11,Chocolate,Snacks,154,4
2024-01-31,Chocolate,Snacks,204,20
2024-03-08,Sugar,Groceries,242,18
2024-05-03,Shampoo,Household,167,5
2024-01-01,Bread,Bakery,390,8
2024-04-27,Soap,Household,310,19
2024-06-19,Cooking Oil,Groceries,262,16
2024-05-07,Soap,Household,53,3
2024-02-01,Chocolate,Snacks,157,7
2024-04-29,Milk,Dairy,81,14
2024-06-28,Soap,Household,331,5
2024-05-16,Biscuits,Snacks,465,5
2024-02-21,Biscuits,Snacks,109,6
2024-01-17,Chocolate,Snacks,193,17
2024-05-26,Shampoo,Household,319,7
2024-02-22,Biscuits,Snacks,499,2
2024-05-22,Coffee,Beverages,260,12
2024-05-23,Biscuits,Snacks,386,2
2024-04-08,Tea,Beverages,134,5
2024-02-18,Detergent,Household,427,20
2024-05-24,Cooking Oil,Groceries,183,15
2024-03-20,Milk,Dairy,141,12
2024-05-16,Bread,Bakery,362,2
2024-01-10,Tea,Beverages,484,11
2024-03-02,Shampoo,Household,109,16
2024-04-15,Detergent,Household,319,18
2024-01-12,Milk,Dairy,230,15
2024-05-07,Rice,Groceries,391,16
2024-05-15,Shampoo,Household,462,14
2024-03-27,Tea,Beverages,74,12
2024-03-15,Detergent,Household,260,11
2024-01-07,Bread,Bakery,121,10
2024-01-31,Milk,Dairy,306,12
2024-04-27,Rice,Groceries,427,18
2024-06-20,Shampoo,Household,196,8
2024-03-20,Detergent,Household,94,10
2024-03-13,Shampoo,Household,456,20
2024-04-01,Bread,Bakery,145,8
2024-01-01,Shampoo,Household,276,8
2024-02-23,Cooking Oil,Groceries,425,15
2024-04-26,Soap,Household,263,11
2024-04-15,Rice,Groceries,43,4
2024-05-27,Cooking Oil,Groceries,235,18
2024-01-17,Coffee,Beverages,284,17
2024-05-04,Milk,Dairy,490,7
2024-02-24,Tea,Beverages,262,13
2024-05-24,Coffee,Beverages,240,16
2024-05-12,Detergent,Household,176,17
2024-02-23,Soap,Household,286,20
2024-06-19,Bread,Bakery,327,17
2024-03-30,Biscuits,Snacks,306,14
2024-06-26,Cooking Oil,Groceries,311,9
2024-01-26,Bread,Bakery,64,15
2024-01-27,Sugar,Groceries,268,19
2024-02-24,Chocolate,Snacks,492,19
2024-05-21,Chocolate,Snacks,349,13
2024-01-20,Shampoo,Household,179,12
2024-04-20,Tea,Beverages,180,20
2024-06-06,Cooking Oil,Groceries,132,16
2024-01-18,Bread,Bakery,276,15
2024-04-27,Rice,Groceries,150,7
2024-01-06,Rice,Groceries,445,5
2024-01-07,Chocolate,Snacks,93,2
2024-01-08,Detergent,Household,235,10
2024-02-27,Milk,Dairy,411,1
2024-05-09,Tea,Beverages,314,20
2024-06-13,Bread,Bakery,212,1
2024-03-10,Detergent,Household,297,4
2024-03-31,Milk,Dairy,288,5
2024-02-19,Cooking Oil,Groceries,344,9
2024-02-18,Milk,Dairy,41,19
2024-05-16,Sugar,Groceries,347,18
2024-04-12,Soap,Household,107,20
2024-06-16,Milk,Dairy,399,17
2024-04-16,Biscuits,Snacks,237,12
2024-03-27,Cooking Oil,Groceries,52,10
2024-01-30,Shampoo,Household,139,17
2024-06-21,Coffee,Beverages,263,3
2024-03-09,Chocolate,Snacks,95,10
2024-05-20,Chocolate,Snacks,149,15
2024-05-25,Cooking Oil,Groceries,337,2
2024-01-04,Shampoo,Household,229,8
2024-01-02,Cooking Oil,Groceries,436,10
2024-03-16,Coffee,Beverages,84,20
2024-06-05,Detergent,Household,301,13
2024-06-25,Detergent,Household,58,3
2024-06-08,Shampoo,Household,47,8
2024-02-28,Soap,Household,386,12
2024-05-24,Coffee,Beverages,42,13
2024-02-26,Tea,Beverages,196,9
2024-04-12,Cooking Oil,Groceries,488,15
2024-02-13,Biscuits,Snacks,380,17
2024-03-17,Cooking Oil,Groceries,72,11
2024-01-19,Bread,Bakery,109,16
2024-04-30,Bread,Bakery,92,10
2024-06-11,Rice,Groceries,18,11
2024-02-11,Cooking Oil,Groceries,48,14
2024-04-18,Tea,Beverages,109,18
2024-04-19,Chocolate,Snacks,96,5
2024-04-20,Biscuits,Snacks,281,11
2024-06-25,Cooking Oil,Groceries,224,1
2024-06-10,Coffee,Beverages,359,11
2024-04-06,Sugar,Groceries,295,1
2024-06-19,Rice,Groceries,443,7
2024-03-13,Detergent,Household,56,18
2024-01-26,Bread,Bakery,329,19
2024-06-25,Soap,Household,315,8
2024-04-20,Detergent,Household,153,12
2024-05-13,Biscuits,Snacks,196,16
2024-05-03,Milk,Dairy,471,16
2024-02-29,Detergent,Household,291,17
2024-06-20,Bread,Bakery,313,9
2024-04-25,Coffee,Beverages,56,9
2024-05-21,Cooking Oil,Groceries,414,10
2024-01-05,Cooking Oil,Groceries,381,14
2024-05-01,Bread,Bakery,382,16
2024-05-02,Milk,Dairy,270,10
2024-02-06,Sugar,Groceries,481,9
2024-04-03,Milk,Dairy,486,20
2024-03-12,Detergent,Household,93,3
2024-05-21,Bread,Bakery,338,14
2024-01-07,Tea,Beverages,371,14
2024-04-23,Milk,Dairy,210,2
2024-05-10,Detergent,Household,499,10
2024-01-26,Rice,Groceries,230,9
2024-05-03,Sugar,Groceries,380,17
2024-06-11,Detergent,Household,438,2
2024-02-15,Rice,Groceries,112,9
2024-02-28,Cooking Oil,Groceries,266,6
2024-04-16,Detergent,Household,15,20
2024-06-15,Milk,Dairy,261,15
2024-06-28,Shampoo,Household,321,7
2024-03-03,Chocolate,Snacks,345,2
2024-05-08,Biscuits,Snacks,430,20
2024-05-05,Coffee,Beverages,397,2
2024-01-08,Sugar,Groceries,40,20
2024-01-16,Bread,Bakery,441,16
2024-03-20,Coffee,Beverages,450,10
2024-02-17,Sugar,Groceries,349,10
2024-03-10,Sugar,Groceries,287,19
2024-05-15,Chocolate,Snacks,434,17
2024-03-17,Chocolate,Snacks,224,7
2024-06-16,Detergent,Household,162,3
2024-03-27,Chocolate,Snacks,143,4
2024-01-03,Bread,Bakery,360,4
2024-05-20,Biscuits,Snacks,94,4
2024-02-14,Soap,Household,49,2
2024-01-18,Milk,Dairy,184,18
2024-04-16,Milk,Dairy,135,6
2024-02-20,Coffee,Beverages,106,8
2024-05-04,Milk,Dairy,139,13
2024-01-30,Milk,Dairy,477,20
2024-05-18,Rice,Groceries,492,1
2024-06-15,Shampoo,Household,51,12
2024-04-07,Bread,Bakery,448,13
2024-02-13,Bread,Bakery,11,5
2024-04-05,Cooking Oil,Groceries,294,3
2024-03-03,Milk,Dairy,298,1
2024-05-12,Shampoo,Household,233,5
2024-02-24,Coffee,Beverages,484,10
2024-05-03,Detergent,Household,487,13
2024-01-26,Rice,Groceries,448,12
2024-03-18,Coffee,Beverages,144,9
2024-04-27,Cooking Oil,Groceries,169,3
2024-06-24,Chocolate,Snacks,132,12
2024-05-20,Chocolate,Snacks,406,17
2024-05-27,Soap,Household,424,5
2024-03-07,Rice,Groceries,323,9
2024-01-26,Soap,Household,333,20
2024-02-08,Coffee,Beverages,380,5
2024-02-09,Tea,Beverages,174,11
2024-04-24,Rice,Groceries,126,4
2024-01-20,Tea,Beverages,293,18
2024-06-04,Sugar,Groceries,247,16
2024-01-13,Cooking Oil,Groceries,197,8
2024-02-20,Sugar,Groceries,53,4
2024-04-11,Tea,Beverages,185,9
2024-02-17,Milk,Dairy,211,11
2024-02-08,Tea,Beverages,99,11
2024-06-22,Shampoo,Household,469,1
2024-04-15,Milk,Dairy,292,18
2024-06-22,Chocolate,Snacks,365,8
2024-06-24,Sugar,Groceries,362,2
2024-06-27,Milk,Dairy,107,17
2024-05-14,Cooking Oil,Groceries,277,1
2024-02-01,Cooking Oil,Groceries,315,8
2024-05-09,Tea,Beverages,369,1
2024-05-05,Milk,Dairy,362,3
